identifier1	identifier2	annotator	judgment	comment	lemma	timestamp
213_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
217_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c2	AndreaMariaC	-1.9929082587573317		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	-1.9929082587573317		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	219_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	219_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c1	219_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	219_(1 Corinthians 13:4)-c1	AndreaMariaC	-1.9929082587573317		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c1	219_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	219_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	221_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	221_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	221_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	221_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	221_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c2	221_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c1	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-1.9929082587573317		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c1	222_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c1	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
217_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	217_(1 Corinthians 13:4)-c1	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	212_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	212_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	219_(1 Corinthians 13:4)-c2	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	219_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c2	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	222_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	222_(1 Corinthians 13:4)-c2	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	223_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c2	223_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
222_(1 Corinthians 13:4)-c2	223_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	221_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	221_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	220_(1 Corinthians 13:4)-c2	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	220_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	220_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c1	215_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	215_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c1	AndreaMariaC	2.1562398014446478		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	220_(1 Corinthians 13:4)-c1	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	220_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	211_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	211_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	223_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c2	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c2	AndreaMariaC	0.7731904480439878		Love_is_patient_love_is_kind	
220_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c2	AndreaMariaC	-1.9929082587573317		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c1	AndreaMariaC	-0.609858905356672		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	shur	-0.2472370271921492		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	-1.2481361705077973		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	shur	-1.2481361705077973		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c1	224_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c2	224_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	shur	-0.2472370271921492		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	shur	-0.2472370271921492		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	218_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
216_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
218_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	shur	1.754561259439147		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c2	218_(1 Corinthians 13:4)-c1	shur	0.753662116123499		Love_is_patient_love_is_kind	
215_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
221_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
217_(1 Corinthians 13:4)-c2	210_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c1	210_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c1	213_(1 Corinthians 13:4)-c2	shur	-0.2472370271921492		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	213_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	216_(1 Corinthians 13:4)-c2	shur	-0.2472370271921492		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
219_(1 Corinthians 13:4)-c2	216_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
213_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
214_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	shur	-1.2481361705077973		Love_is_patient_love_is_kind	
223_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
212_(1 Corinthians 13:4)-c2	214_(1 Corinthians 13:4)-c2	shur	-1.2481361705077973		Love_is_patient_love_is_kind	
210_(1 Corinthians 13:4)-c1	214_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
224_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	shur	1.754561259439147		Love_is_patient_love_is_kind	
211_(1 Corinthians 13:4)-c2	217_(1 Corinthians 13:4)-c2	shur	0.753662116123499		Love_is_patient_love_is_kind	
